Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint 2,,,2018-01-18 09:02:44,2018-01-18 09:19:15,16m - 30.885s,FAILED
,,,,,,
Test Cases/26 - TC - All,,Kelola Stok Final,2018-01-18 09:02:45,2018-01-18 09:07:34,4m - 49.553s,FAILED
comment,,,2018-01-18 09:02:45,2018-01-18 09:02:45,0.037s,PASSED
startApplication,,Step 1 - [Melakukan Kelola Stock],2018-01-18 09:02:45,2018-01-18 09:04:09,1m - 23.618s,PASSED
tap,,,2018-01-18 09:04:09,2018-01-18 09:04:10,1.090s,PASSED
setText,,,2018-01-18 09:04:10,2018-01-18 09:04:20,9.598s,PASSED
hideKeyboard,,,2018-01-18 09:04:20,2018-01-18 09:04:26,6.488s,PASSED
tap,,,2018-01-18 09:04:26,2018-01-18 09:04:27,0.587s,PASSED
waitForElementPresent,,,2018-01-18 09:04:27,2018-01-18 09:04:30,3.086s,PASSED
tap,,,2018-01-18 09:04:30,2018-01-18 09:04:30,0.288s,PASSED
tap,,,2018-01-18 09:04:30,2018-01-18 09:04:32,1.975s,PASSED
tap,,,2018-01-18 09:04:32,2018-01-18 09:04:34,1.814s,PASSED
tap,,,2018-01-18 09:04:34,2018-01-18 09:04:36,2.363s,PASSED
waitForElementPresent,,,2018-01-18 09:04:36,2018-01-18 09:04:36,0.295s,PASSED
tap,,,2018-01-18 09:04:36,2018-01-18 09:04:37,0.540s,PASSED
tap,,,2018-01-18 09:04:37,2018-01-18 09:04:38,1.112s,PASSED
tap,,,2018-01-18 09:04:38,2018-01-18 09:04:38,0.323s,PASSED
tap,,,2018-01-18 09:04:38,2018-01-18 09:04:40,1.752s,PASSED
scrollToText,,,2018-01-18 09:04:40,2018-01-18 09:04:57,16.415s,PASSED
tap,,,2018-01-18 09:04:57,2018-01-18 09:04:57,0.288s,PASSED
verifyElementNotChecked,,,2018-01-18 09:04:57,2018-01-18 09:04:58,0.690s,PASSED
tap,,,2018-01-18 09:04:58,2018-01-18 09:04:58,0.216s,PASSED
waitForElementPresent,,,2018-01-18 09:04:58,2018-01-18 09:05:00,2.221s,PASSED
tap,,,2018-01-18 09:05:00,2018-01-18 09:05:00,0.433s,PASSED
tap,,,2018-01-18 09:05:00,2018-01-18 09:05:02,1.937s,PASSED
tap,,,2018-01-18 09:05:02,2018-01-18 09:05:03,0.937s,PASSED
tap,,,2018-01-18 09:05:03,2018-01-18 09:05:06,2.756s,PASSED
setText,,,2018-01-18 09:05:06,2018-01-18 09:05:16,9.619s,PASSED
verifyElementNotChecked,,,2018-01-18 09:05:16,2018-01-18 09:05:17,0.811s,PASSED
