Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Story 1770 - Additional Biaya Tambahan in shoopping cart,,,2018-09-13 10:44:55,2018-09-13 11:23:49,38m - 53.672s,INCOMPLETE
,,,,,,
Test Cases/Release 3 - Squad Hades/Sprint 1/Story 1770 - Additional Biaya Tambahan in shoopping cart/TC 1 - View Biaya tambahan field and button in shopping cart,,,2018-09-13 10:44:56,2018-09-13 10:50:18,5m - 22.759s,PASSED
comment,,,2018-09-13 10:44:56,2018-09-13 10:44:56,0.059s,PASSED
Statement - apkPath = apkName,,,2018-09-13 10:44:56,2018-09-13 10:44:56,0.017s,PASSED
startApplication,,,2018-09-13 10:44:56,2018-09-13 10:45:41,44.642s,PASSED
delay,,,2018-09-13 10:45:41,2018-09-13 10:45:56,15.033s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-09-13 10:45:56,2018-09-13 10:45:56,0.006s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-09-13 10:45:56,2018-09-13 10:45:56,0.034s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-09-13 10:45:56,2018-09-13 10:45:56,0.025s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:45:56,2018-09-13 10:45:59,2.891s,PASSED
delay,,,2018-09-13 10:45:59,2018-09-13 10:46:07,8.006s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:46:07,2018-09-13 10:46:09,2.626s,PASSED
delay,,,2018-09-13 10:46:09,2018-09-13 10:46:17,8.003s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:46:17,2018-09-13 10:46:20,3.045s,PASSED
delay,,,2018-09-13 10:46:20,2018-09-13 10:46:28,8.003s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:46:28,2018-09-13 10:46:31,2.643s,PASSED
delay,,,2018-09-13 10:46:31,2018-09-13 10:46:39,8.006s,PASSED
waitForElementPresent,,,2018-09-13 10:46:39,2018-09-13 10:46:42,2.774s,PASSED
tap,,,2018-09-13 10:46:42,2018-09-13 10:46:47,5.429s,PASSED
comment,,,2018-09-13 10:46:47,2018-09-13 10:46:47,0.002s,PASSED
comment,,,2018-09-13 10:46:47,2018-09-13 10:46:47,0.002s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-09-13 10:46:47,2018-09-13 10:46:54,6.629s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-09-13 10:46:54,2018-09-13 10:47:01,6.725s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-09-13 10:47:01,2018-09-13 10:47:24,23.121s,PASSED
hideKeyboard,,Hide Keyboard,2018-09-13 10:47:24,2018-09-13 10:47:24,0.692s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-09-13 10:47:24,2018-09-13 10:47:29,4.218s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-09-13 10:47:29,2018-09-13 10:47:32,3.195s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-09-13 10:47:32,2018-09-13 10:47:36,4.040s,PASSED
tap,,Click Masuk Button,2018-09-13 10:47:36,2018-09-13 10:47:41,4.909s,PASSED
waitForElementPresent,,Wait until Input Pin Textbox  present,2018-09-13 10:47:41,2018-09-13 10:47:45,4.269s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Pin Textbox  with content-desc  to do action ,2018-09-13 10:47:45,2018-09-13 10:47:52,6.469s,PASSED
tap,,Click Input Pin TextBox,2018-09-13 10:47:52,2018-09-13 10:47:56,4.637s,PASSED
setText,,SetText to PIN Textbox,2018-09-13 10:47:56,2018-09-13 10:48:14,17.980s,PASSED
delay,,,2018-09-13 10:48:14,2018-09-13 10:48:19,5.011s,PASSED
comment,,End Login Test Case,2018-09-13 10:48:19,2018-09-13 10:48:19,0.001s,PASSED
waitForElementPresent,,Wait until HamburgerButton on the Sidebar  present,2018-09-13 10:48:19,2018-09-13 10:48:25,5.693s,PASSED
comment,,,2018-09-13 10:48:25,2018-09-13 10:48:25,0.003s,PASSED
verifyElementAttributeValue,,Verify Element HamburgerButton that have value content desc to do action,2018-09-13 10:48:25,2018-09-13 10:48:32,7.496s,PASSED
tap,,Click Hamburger Button,2018-09-13 10:48:32,2018-09-13 10:48:41,8.630s,PASSED
waitForElementPresent,,,2018-09-13 10:48:41,2018-09-13 10:48:45,3.997s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:48:45,2018-09-13 10:48:53,7.551s,PASSED
tap,,Go to Mesin Kasir Menu,2018-09-13 10:48:53,2018-09-13 10:49:01,8.203s,PASSED
waitForElementPresent,,,2018-09-13 10:49:01,2018-09-13 10:49:05,4.482s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:49:05,2018-09-13 10:49:09,4.108s,PASSED
Statement - For (def index : (0..1)),,ADD PRODUCT to shopping cart,2018-09-13 10:49:09,2018-09-13 10:49:21,11.299s,PASSED
Statement - For (def index : (0..1)),,,2018-09-13 10:49:21,2018-09-13 10:49:33,12.148s,PASSED
waitForElementPresent,,See shopping cart,2018-09-13 10:49:33,2018-09-13 10:49:35,2.541s,PASSED
tap,,,2018-09-13 10:49:35,2018-09-13 10:49:40,4.210s,PASSED
comment,,,2018-09-13 10:49:40,2018-09-13 10:49:40,0.007s,PASSED
waitForElementPresent,,,2018-09-13 10:49:40,2018-09-13 10:49:49,9.090s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:49:49,2018-09-13 10:49:53,4.494s,PASSED
verifyElementVisible,,,2018-09-13 10:49:53,2018-09-13 10:49:58,5.122s,PASSED
waitForElementPresent,,,2018-09-13 10:49:58,2018-09-13 10:50:02,3.507s,PASSED
verifyElementVisible,,,2018-09-13 10:50:02,2018-09-13 10:50:06,4.114s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:50:06,2018-09-13 10:50:10,4.071s,PASSED
closeApplication,,,2018-09-13 10:50:10,2018-09-13 10:50:18,8.454s,PASSED
,,,,,,
Test Cases/Release 3 - Squad Hades/Sprint 1/Story 1770 - Additional Biaya Tambahan in shoopping cart/TC 2 - Click X button from Biaya Tambahan field to Cancel and check contain,,,2018-09-13 10:50:18,2018-09-13 10:57:32,7m - 13.960s,PASSED
comment,,,2018-09-13 10:50:19,2018-09-13 10:50:19,0.001s,PASSED
Statement - apkPath = apkName,,,2018-09-13 10:50:19,2018-09-13 10:50:19,0.001s,PASSED
startApplication,,,2018-09-13 10:50:19,2018-09-13 10:50:55,35.688s,PASSED
delay,,,2018-09-13 10:50:55,2018-09-13 10:51:10,15.002s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-09-13 10:51:10,2018-09-13 10:51:10,0.000s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-09-13 10:51:10,2018-09-13 10:51:10,0.001s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-09-13 10:51:10,2018-09-13 10:51:10,0.002s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:51:10,2018-09-13 10:51:12,2.847s,PASSED
delay,,,2018-09-13 10:51:12,2018-09-13 10:51:20,8.002s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:51:20,2018-09-13 10:51:23,2.783s,PASSED
delay,,,2018-09-13 10:51:23,2018-09-13 10:51:31,8.003s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:51:31,2018-09-13 10:51:34,2.734s,PASSED
delay,,,2018-09-13 10:51:34,2018-09-13 10:51:42,8.003s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:51:42,2018-09-13 10:51:44,2.476s,PASSED
delay,,,2018-09-13 10:51:44,2018-09-13 10:51:52,8.006s,PASSED
waitForElementPresent,,,2018-09-13 10:51:52,2018-09-13 10:51:58,5.244s,PASSED
tap,,,2018-09-13 10:51:58,2018-09-13 10:52:06,8.697s,PASSED
comment,,,2018-09-13 10:52:06,2018-09-13 10:52:06,0.001s,PASSED
comment,,,2018-09-13 10:52:06,2018-09-13 10:52:06,0.001s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-09-13 10:52:06,2018-09-13 10:52:10,3.927s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-09-13 10:52:10,2018-09-13 10:52:15,4.374s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-09-13 10:52:15,2018-09-13 10:52:33,18.406s,PASSED
hideKeyboard,,Hide Keyboard,2018-09-13 10:52:33,2018-09-13 10:52:34,1.051s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-09-13 10:52:34,2018-09-13 10:52:41,6.759s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-09-13 10:52:41,2018-09-13 10:52:47,6.208s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-09-13 10:52:47,2018-09-13 10:52:55,8.145s,PASSED
tap,,Click Masuk Button,2018-09-13 10:52:55,2018-09-13 10:53:04,8.524s,PASSED
waitForElementPresent,,Wait until Input Pin Textbox  present,2018-09-13 10:53:04,2018-09-13 10:53:07,3.544s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Pin Textbox  with content-desc  to do action ,2018-09-13 10:53:07,2018-09-13 10:53:11,4.015s,PASSED
tap,,Click Input Pin TextBox,2018-09-13 10:53:11,2018-09-13 10:53:21,10.051s,PASSED
setText,,SetText to PIN Textbox,2018-09-13 10:53:21,2018-09-13 10:53:39,17.422s,PASSED
delay,,,2018-09-13 10:53:39,2018-09-13 10:53:44,5.002s,PASSED
comment,,End Login Test Case,2018-09-13 10:53:44,2018-09-13 10:53:44,0.002s,PASSED
waitForElementPresent,,Wait until HamburgerButton on the Sidebar  present,2018-09-13 10:53:44,2018-09-13 10:53:47,3.368s,PASSED
comment,,,2018-09-13 10:53:47,2018-09-13 10:53:47,0.002s,PASSED
verifyElementAttributeValue,,Verify Element HamburgerButton that have value content desc to do action,2018-09-13 10:53:47,2018-09-13 10:53:51,3.970s,PASSED
tap,,Click Hamburger Button,2018-09-13 10:53:51,2018-09-13 10:53:56,4.703s,PASSED
waitForElementPresent,,,2018-09-13 10:53:56,2018-09-13 10:54:00,4.036s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:54:00,2018-09-13 10:54:06,5.806s,PASSED
tap,,Go to Mesin Kasir Menu,2018-09-13 10:54:06,2018-09-13 10:54:12,6.371s,PASSED
waitForElementPresent,,,2018-09-13 10:54:12,2018-09-13 10:54:16,3.907s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:54:16,2018-09-13 10:54:22,5.889s,PASSED
Statement - For (def index : (0..1)),,ADD PRODUCT to shopping cart,2018-09-13 10:54:22,2018-09-13 10:54:33,11.013s,PASSED
Statement - For (def index : (0..1)),,,2018-09-13 10:54:33,2018-09-13 10:54:44,10.628s,PASSED
waitForElementPresent,,See shopping cart,2018-09-13 10:54:44,2018-09-13 10:54:47,3.679s,PASSED
tap,,,2018-09-13 10:54:47,2018-09-13 10:54:52,5.002s,PASSED
comment,,,2018-09-13 10:54:52,2018-09-13 10:54:52,0.003s,PASSED
waitForElementPresent,,,2018-09-13 10:54:52,2018-09-13 10:55:00,8.210s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:55:00,2018-09-13 10:55:08,7.732s,PASSED
verifyElementVisible,,,2018-09-13 10:55:08,2018-09-13 10:55:16,8.220s,PASSED
waitForElementPresent,,,2018-09-13 10:55:16,2018-09-13 10:55:20,3.721s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:55:20,2018-09-13 10:55:25,4.571s,PASSED
tap,,,2018-09-13 10:55:25,2018-09-13 10:55:31,5.975s,PASSED
waitForElementPresent,,,2018-09-13 10:55:31,2018-09-13 10:55:35,3.834s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:55:35,2018-09-13 10:55:39,4.074s,PASSED
tap,,,2018-09-13 10:55:39,2018-09-13 10:55:44,5.535s,PASSED
waitForElementPresent,,,2018-09-13 10:55:44,2018-09-13 10:55:51,6.524s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:55:51,2018-09-13 10:56:00,9.217s,PASSED
tap,,,2018-09-13 10:56:00,2018-09-13 10:56:09,8.710s,PASSED
waitForElementPresent,,,2018-09-13 10:56:09,2018-09-13 10:56:16,7.414s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:56:16,2018-09-13 10:56:20,4.061s,PASSED
setText,,,2018-09-13 10:56:20,2018-09-13 10:56:36,16.374s,PASSED
hideKeyboard,,,2018-09-13 10:56:36,2018-09-13 10:56:38,1.499s,PASSED
waitForElementPresent,,,2018-09-13 10:56:38,2018-09-13 10:56:45,6.839s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:56:45,2018-09-13 10:56:49,4.048s,PASSED
tap,,,2018-09-13 10:56:49,2018-09-13 10:56:54,5.007s,PASSED
waitForElementPresent,,,2018-09-13 10:56:54,2018-09-13 10:57:01,7.557s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:57:01,2018-09-13 10:57:06,4.154s,PASSED
tap,,,2018-09-13 10:57:06,2018-09-13 10:57:10,4.799s,PASSED
waitForElementPresent,,,2018-09-13 10:57:10,2018-09-13 10:57:18,7.310s,PASSED
verifyElementVisible,,,2018-09-13 10:57:18,2018-09-13 10:57:22,4.027s,PASSED
verifyElementAttributeValue,,,2018-09-13 10:57:22,2018-09-13 10:57:26,4.070s,PASSED
closeApplication,,,2018-09-13 10:57:26,2018-09-13 10:57:32,6.630s,PASSED
,,,,,,
Test Cases/Release 3 - Squad Hades/Sprint 1/Story 1770 - Additional Biaya Tambahan in shoopping cart/TC 3 - Edit Biaya Tambahan,,,2018-09-13 10:57:32,2018-09-13 11:06:28,8m - 55.831s,PASSED
comment,,,2018-09-13 10:57:33,2018-09-13 10:57:33,0.004s,PASSED
Statement - apkPath = apkName,,,2018-09-13 10:57:33,2018-09-13 10:57:33,0.001s,PASSED
startApplication,,,2018-09-13 10:57:33,2018-09-13 10:58:09,35.738s,PASSED
delay,,,2018-09-13 10:58:09,2018-09-13 10:58:24,15.002s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-09-13 10:58:24,2018-09-13 10:58:24,0.000s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-09-13 10:58:24,2018-09-13 10:58:24,0.000s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-09-13 10:58:24,2018-09-13 10:58:24,0.000s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:58:24,2018-09-13 10:58:26,2.688s,PASSED
delay,,,2018-09-13 10:58:26,2018-09-13 10:58:34,8.002s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:58:34,2018-09-13 10:58:37,2.792s,PASSED
delay,,,2018-09-13 10:58:37,2018-09-13 10:58:45,8.003s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:58:45,2018-09-13 10:58:48,2.925s,PASSED
delay,,,2018-09-13 10:58:48,2018-09-13 10:58:56,8.005s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 10:58:56,2018-09-13 10:58:58,2.274s,PASSED
delay,,,2018-09-13 10:58:58,2018-09-13 10:59:06,8.004s,PASSED
waitForElementPresent,,,2018-09-13 10:59:06,2018-09-13 10:59:10,3.245s,PASSED
tap,,,2018-09-13 10:59:10,2018-09-13 10:59:18,8.350s,PASSED
comment,,,2018-09-13 10:59:18,2018-09-13 10:59:18,0.002s,PASSED
comment,,,2018-09-13 10:59:18,2018-09-13 10:59:18,0.001s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-09-13 10:59:18,2018-09-13 10:59:22,3.706s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-09-13 10:59:22,2018-09-13 10:59:30,8.161s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-09-13 10:59:30,2018-09-13 10:59:47,17.749s,PASSED
hideKeyboard,,Hide Keyboard,2018-09-13 10:59:47,2018-09-13 10:59:50,2.565s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-09-13 10:59:50,2018-09-13 10:59:54,4.199s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-09-13 10:59:54,2018-09-13 10:59:58,3.669s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-09-13 10:59:58,2018-09-13 11:00:07,9.127s,PASSED
tap,,Click Masuk Button,2018-09-13 11:00:07,2018-09-13 11:00:16,8.876s,PASSED
waitForElementPresent,,Wait until Input Pin Textbox  present,2018-09-13 11:00:16,2018-09-13 11:00:20,3.761s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Pin Textbox  with content-desc  to do action ,2018-09-13 11:00:20,2018-09-13 11:00:27,7.580s,PASSED
tap,,Click Input Pin TextBox,2018-09-13 11:00:27,2018-09-13 11:00:36,8.866s,PASSED
setText,,SetText to PIN Textbox,2018-09-13 11:00:36,2018-09-13 11:00:57,20.814s,PASSED
delay,,,2018-09-13 11:00:57,2018-09-13 11:01:02,5.003s,PASSED
comment,,End Login Test Case,2018-09-13 11:01:02,2018-09-13 11:01:02,0.002s,PASSED
waitForElementPresent,,Wait until HamburgerButton on the Sidebar  present,2018-09-13 11:01:02,2018-09-13 11:01:04,2.157s,PASSED
comment,,,2018-09-13 11:01:04,2018-09-13 11:01:04,0.001s,PASSED
verifyElementAttributeValue,,Verify Element HamburgerButton that have value content desc to do action,2018-09-13 11:01:04,2018-09-13 11:01:12,7.985s,PASSED
tap,,Click Hamburger Button,2018-09-13 11:01:12,2018-09-13 11:01:23,10.671s,PASSED
waitForElementPresent,,,2018-09-13 11:01:23,2018-09-13 11:01:27,3.919s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:01:27,2018-09-13 11:01:31,3.991s,PASSED
tap,,Go to Mesin Kasir Menu,2018-09-13 11:01:31,2018-09-13 11:01:35,4.744s,PASSED
waitForElementPresent,,,2018-09-13 11:01:35,2018-09-13 11:01:40,4.810s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:01:40,2018-09-13 11:01:47,6.579s,PASSED
Statement - For (def index : (0..1)),,ADD PRODUCT to shopping cart,2018-09-13 11:01:47,2018-09-13 11:01:57,9.829s,PASSED
Statement - For (def index : (0..1)),,,2018-09-13 11:01:57,2018-09-13 11:02:12,15.299s,PASSED
waitForElementPresent,,See shopping cart,2018-09-13 11:02:12,2018-09-13 11:02:15,3.146s,PASSED
tap,,,2018-09-13 11:02:15,2018-09-13 11:02:19,4.395s,PASSED
comment,,,2018-09-13 11:02:19,2018-09-13 11:02:19,0.001s,PASSED
waitForElementPresent,,,2018-09-13 11:02:19,2018-09-13 11:02:24,4.180s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:02:24,2018-09-13 11:02:32,8.131s,PASSED
verifyElementVisible,,,2018-09-13 11:02:32,2018-09-13 11:02:36,4.261s,PASSED
waitForElementPresent,,,2018-09-13 11:02:36,2018-09-13 11:02:39,3.269s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:02:39,2018-09-13 11:02:46,6.948s,PASSED
tap,,,2018-09-13 11:02:46,2018-09-13 11:02:57,10.612s,PASSED
waitForElementPresent,,,2018-09-13 11:02:57,2018-09-13 11:03:00,3.572s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:03:00,2018-09-13 11:03:08,7.592s,PASSED
tap,,,2018-09-13 11:03:08,2018-09-13 11:03:16,8.139s,PASSED
waitForElementPresent,,,2018-09-13 11:03:16,2018-09-13 11:03:25,8.472s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:03:25,2018-09-13 11:03:32,7.612s,PASSED
tap,,,2018-09-13 11:03:32,2018-09-13 11:03:37,5.158s,PASSED
waitForElementPresent,,,2018-09-13 11:03:37,2018-09-13 11:03:41,3.411s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:03:41,2018-09-13 11:03:45,4.300s,PASSED
setText,,,2018-09-13 11:03:45,2018-09-13 11:04:03,17.772s,PASSED
hideKeyboard,,,2018-09-13 11:04:03,2018-09-13 11:04:04,1.456s,PASSED
waitForElementPresent,,,2018-09-13 11:04:04,2018-09-13 11:04:08,3.664s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:04:08,2018-09-13 11:04:12,4.049s,PASSED
tap,,,2018-09-13 11:04:12,2018-09-13 11:04:17,5.193s,PASSED
comment,,,2018-09-13 11:04:17,2018-09-13 11:04:17,0.000s,PASSED
waitForElementPresent,,,2018-09-13 11:04:17,2018-09-13 11:04:21,3.935s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:04:21,2018-09-13 11:04:29,8.079s,PASSED
tap,,,2018-09-13 11:04:29,2018-09-13 11:04:38,8.471s,PASSED
waitForElementPresent,,,2018-09-13 11:04:38,2018-09-13 11:04:42,4.193s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:04:42,2018-09-13 11:04:50,7.698s,PASSED
tap,,,2018-09-13 11:04:50,2018-09-13 11:04:58,8.457s,PASSED
waitForElementPresent,,,2018-09-13 11:04:58,2018-09-13 11:05:02,3.823s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:05:02,2018-09-13 11:05:09,7.169s,PASSED
tap,,,2018-09-13 11:05:09,2018-09-13 11:05:18,9.340s,PASSED
waitForElementPresent,,,2018-09-13 11:05:18,2018-09-13 11:05:25,6.856s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:05:25,2018-09-13 11:05:30,4.799s,PASSED
clearText,,,2018-09-13 11:05:30,2018-09-13 11:05:37,6.732s,PASSED
setText,,,2018-09-13 11:05:37,2018-09-13 11:05:53,16.399s,PASSED
hideKeyboard,,,2018-09-13 11:05:53,2018-09-13 11:05:54,1.085s,PASSED
verifyElementText,,,2018-09-13 11:05:54,2018-09-13 11:05:59,4.561s,PASSED
waitForElementPresent,,,2018-09-13 11:05:59,2018-09-13 11:06:03,3.693s,PASSED
verifyElementAttributeValue,,,2018-09-13 11:06:03,2018-09-13 11:06:12,9.466s,PASSED
tap,,,2018-09-13 11:06:12,2018-09-13 11:06:22,9.590s,PASSED
closeApplication,,,2018-09-13 11:06:22,2018-09-13 11:06:28,6.577s,PASSED
,,,,,,
Test Cases/Release 3 - Squad Hades/Sprint 1/Story 1770 - Additional Biaya Tambahan in shoopping cart/TC 4 - Select Ongkos Kirim from Biaya Tambahan droplist,,,2018-09-13 11:06:28,2018-09-13 11:13:11,6m - 42.440s,PASSED
comment,,,2018-09-13 11:06:29,2018-09-13 11:06:29,0.028s,PASSED
Statement - apkPath = apkName,,,2018-09-13 11:06:29,2018-09-13 11:06:29,0.002s,PASSED
startApplication,,,2018-09-13 11:06:29,2018-09-13 11:07:05,36.212s,PASSED
delay,,,2018-09-13 11:07:05,2018-09-13 11:07:20,15.003s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-09-13 11:07:20,2018-09-13 11:07:20,0.002s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-09-13 11:07:20,2018-09-13 11:07:20,0.001s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-09-13 11:07:20,2018-09-13 11:07:20,0.001s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 11:07:20,2018-09-13 11:07:22,2.597s,PASSED
delay,,,2018-09-13 11:07:22,2018-09-13 11:07:30,8.005s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 11:07:30,2018-09-13 11:07:33,2.947s,PASSED
delay,,,2018-09-13 11:07:33,2018-09-13 11:07:41,8.004s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 11:07:41,2018-09-13 11:07:44,2.748s,PASSED
delay,,,2018-09-13 11:07:44,2018-09-13 11:07:52,8.003s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-13 11:07:52,2018-09-13 11:07:55,2.529s,PASSED
delay,,,2018-09-13 11:07:55,2018-09-13 11:08:03,8.004s,PASSED
waitForElementPresent,,,2018-09-13 11:08:03,2018-09-13 11:08:06,3.420s,PASSED
tap,,,2018-09-13 11:08:06,2018-09-13 11:08:11,4.858s,PASSED
comment,,,2018-09-13 11:08:11,2018-09-13 11:08:11,0.000s,PASSED
