Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Story 26 N 842 - Kelola Stock,,As User want to do Kelola Stock,2018-08-09 17:07:31,2018-08-09 17:49:23,41m - 52.316s,FAILED
,,,,,,
Test Cases/Story 26 dan 842 -Kelola Stok Final/26 TC 1 - All Search Product,,All Search Product,2018-08-09 17:07:32,2018-08-09 17:11:55,4m - 23.747s,PASSED
comment,,Kelola Stock - View,2018-08-09 17:07:32,2018-08-09 17:07:32,0.085s,PASSED
comment,,Start Login Test Case,2018-08-09 17:07:32,2018-08-09 17:07:32,0.004s,PASSED
Statement - apkPath = apkName,,,2018-08-09 17:07:32,2018-08-09 17:07:32,0.011s,PASSED
startApplication,,,2018-08-09 17:07:32,2018-08-09 17:08:10,38.023s,PASSED
delay,,,2018-08-09 17:08:10,2018-08-09 17:08:25,15.025s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-08-09 17:08:25,2018-08-09 17:08:25,0.006s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-08-09 17:08:25,2018-08-09 17:08:25,0.043s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-08-09 17:08:25,2018-08-09 17:08:25,0.015s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-08-09 17:08:25,2018-08-09 17:08:28,2.704s,PASSED
delay,,,2018-08-09 17:08:28,2018-08-09 17:08:36,8.015s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-08-09 17:08:36,2018-08-09 17:08:39,3.084s,PASSED
delay,,,2018-08-09 17:08:39,2018-08-09 17:08:47,8.006s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-08-09 17:08:47,2018-08-09 17:08:50,2.973s,PASSED
delay,,,2018-08-09 17:08:50,2018-08-09 17:08:58,8.006s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-08-09 17:08:58,2018-08-09 17:09:01,2.599s,PASSED
delay,,,2018-08-09 17:09:01,2018-08-09 17:09:09,8.012s,PASSED
waitForElementPresent,,,2018-08-09 17:09:09,2018-08-09 17:09:12,2.866s,PASSED
tap,,,2018-08-09 17:09:12,2018-08-09 17:09:16,4.903s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-08-09 17:09:16,2018-08-09 17:09:20,3.181s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-08-09 17:09:20,2018-08-09 17:09:28,8.619s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-08-09 17:09:28,2018-08-09 17:09:49,21.233s,PASSED
hideKeyboard,,Hide Keyboard,2018-08-09 17:09:49,2018-08-09 17:09:51,1.584s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-08-09 17:09:51,2018-08-09 17:09:55,3.886s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-08-09 17:09:55,2018-08-09 17:09:59,4.033s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-08-09 17:09:59,2018-08-09 17:10:08,8.563s,PASSED
tap,,Click Masuk Button,2018-08-09 17:10:08,2018-08-09 17:10:16,8.581s,PASSED
waitForElementPresent,,Wait until Input Pin Textbox  present,2018-08-09 17:10:16,2018-08-09 17:10:20,3.571s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Pin Textbox  with content-desc  to do action ,2018-08-09 17:10:20,2018-08-09 17:10:27,7.536s,PASSED
tap,,Click Input Pin TextBox,2018-08-09 17:10:27,2018-08-09 17:10:37,9.447s,PASSED
setText,,SetText to PIN Textbox,2018-08-09 17:10:37,2018-08-09 17:11:04,27.113s,PASSED
delay,,,2018-08-09 17:11:04,2018-08-09 17:11:09,5.018s,PASSED
comment,,End Login Test Case,2018-08-09 17:11:09,2018-08-09 17:11:09,0.003s,PASSED
waitForElementPresent,,Wait until HamburgerButton on the Sidebar  present,2018-08-09 17:11:09,2018-08-09 17:11:12,3.324s,PASSED
verifyElementAttributeValue,,Verify Element HamburgerButton that have value content desc to do action,2018-08-09 17:11:12,2018-08-09 17:11:16,4.030s,PASSED
tap,,Click Hamburger Button,2018-08-09 17:11:16,2018-08-09 17:11:21,4.705s,PASSED
waitForElementPresent,,Wait until Produk Button on the Sidebar  present,2018-08-09 17:11:21,2018-08-09 17:11:27,5.773s,PASSED
verifyElementAttributeValue,,Verify Element Produk Button that have value content desc to do action,2018-08-09 17:11:27,2018-08-09 17:11:33,6.220s,PASSED
tap,,Click Produk Button,2018-08-09 17:11:33,2018-08-09 17:11:40,7.534s,PASSED
verifyElementVisible,,Verify Onboarding Produk screen if element is visible,2018-08-09 17:11:40,2018-08-09 17:11:46,5.118s,PASSED
delay,,,2018-08-09 17:11:46,2018-08-09 17:11:51,5.004s,PASSED
closeApplication,,,2018-08-09 17:11:51,2018-08-09 17:11:55,4.858s,PASSED
,,,,,,
Test Cases/Story 26 dan 842 -Kelola Stok Final/26 TC 2 - Search by selected Product Category,,Search by selected Product Category,2018-08-09 17:11:55,2018-08-09 17:15:38,3m - 43.043s,FAILED
comment,,Search by selected Product Category,2018-08-09 17:11:56,2018-08-09 17:11:56,0.002s,PASSED
comment,,Start apps and than Login,2018-08-09 17:11:56,2018-08-09 17:11:56,0.002s,PASSED
Statement - apkPath = apkName,,,2018-08-09 17:11:56,2018-08-09 17:11:56,0.001s,PASSED
startApplication,,,2018-08-09 17:11:56,2018-08-09 17:12:13,17.169s,PASSED
delay,,,2018-08-09 17:12:13,2018-08-09 17:12:28,15.007s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-08-09 17:12:28,2018-08-09 17:12:31,3.304s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-08-09 17:12:31,2018-08-09 17:12:35,4.042s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-08-09 17:12:35,2018-08-09 17:13:01,25.700s,PASSED
hideKeyboard,,Hide Keyboard,2018-08-09 17:13:01,2018-08-09 17:13:02,0.747s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-08-09 17:13:02,2018-08-09 17:13:06,3.921s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-08-09 17:13:06,2018-08-09 17:13:10,4.013s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-08-09 17:13:10,2018-08-09 17:13:14,4.283s,PASSED
tap,,Click Masuk Button,2018-08-09 17:13:14,2018-08-09 17:13:19,4.645s,PASSED
waitForElementPresent,,Wait until Input Pin Textbox  present,2018-08-09 17:13:19,2018-08-09 17:13:22,3.194s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Pin Textbox  with content-desc  to do action ,2018-08-09 17:13:22,2018-08-09 17:13:26,4.402s,PASSED
tap,,Click Input Pin TextBox,2018-08-09 17:13:26,2018-08-09 17:13:35,8.549s,PASSED
setText,,SetText to PIN Textbox,2018-08-09 17:13:35,2018-08-09 17:13:58,23.697s,PASSED
delay,,,2018-08-09 17:13:58,2018-08-09 17:14:03,5.007s,PASSED
comment,,End Login Test Case,2018-08-09 17:14:03,2018-08-09 17:14:03,0.004s,PASSED
waitForElementPresent,,Wait until HamburgerButton on the Sidebar  present,2018-08-09 17:14:03,2018-08-09 17:14:07,3.266s,PASSED
verifyElementAttributeValue,,Verify Element HamburgerButton that have value content desc to do action,2018-08-09 17:14:07,2018-08-09 17:14:11,4.056s,PASSED
tap,,Click Hamburger Button,2018-08-09 17:14:11,2018-08-09 17:14:16,5.529s,PASSED
waitForElementPresent,,Wait until Produk Button on the Sidebar  present,2018-08-09 17:14:16,2018-08-09 17:14:21,5.074s,PASSED
verifyElementAttributeValue,,Verify Element Produk Button that have value content desc to do action,2018-08-09 17:14:21,2018-08-09 17:14:26,5.064s,PASSED
