Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Story 35 - Tambah Barang,,,2018-07-13 15:21:28,2018-07-13 15:37:57,16m - 28.375s,PASSED
,,,,,,
Test Cases/Story 35 and 921 -Tambah Barang/35 TC 1,,Display Tambah Barang Form,2018-07-13 15:21:29,2018-07-13 15:26:27,4m - 58.066s,PASSED
comment,,,2018-07-13 15:21:29,2018-07-13 15:21:29,0.044s,PASSED
comment,,,2018-07-13 15:21:29,2018-07-13 15:21:29,0.006s,PASSED
callTestCase,,,2018-07-13 15:21:29,2018-07-13 15:26:12,4m - 42.541s,PASSED
waitForElementPresent,,,2018-07-13 15:26:12,2018-07-13 15:26:15,3.052s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:26:15,2018-07-13 15:26:19,4.065s,PASSED
tap,,,2018-07-13 15:26:19,2018-07-13 15:26:27,8.190s,PASSED
,,,,,,
Test Cases/Story 35 and 921 -Tambah Barang/35 TC 2,,Increase or decrease product stock,2018-07-13 15:26:27,2018-07-13 15:31:18,4m - 50.442s,PASSED
comment,,,2018-07-13 15:26:27,2018-07-13 15:26:27,0.005s,PASSED
Statement - For (def index : (0..10)),,,2018-07-13 15:26:27,2018-07-13 15:29:40,3m - 12.247s,PASSED
Statement - For (def index : (0..5)),,,2018-07-13 15:29:40,2018-07-13 15:31:18,1m - 37.947s,PASSED
,,,,,,
Test Cases/Story 35 and 921 -Tambah Barang/35 TC 3,,user update stock when specifies stock = -(minus),2018-07-13 15:31:18,2018-07-13 15:32:46,1m - 28.599s,PASSED
comment,,,2018-07-13 15:31:18,2018-07-13 15:31:18,0.002s,PASSED
waitForElementPresent,,,2018-07-13 15:31:18,2018-07-13 15:31:20,2.349s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:31:20,2018-07-13 15:31:27,6.483s,PASSED
clearText,,,2018-07-13 15:31:27,2018-07-13 15:31:33,6.684s,PASSED
setText,,,2018-07-13 15:31:33,2018-07-13 15:31:59,25.866s,PASSED
hideKeyboard,,,2018-07-13 15:31:59,2018-07-13 15:32:00,0.967s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:32:00,2018-07-13 15:32:05,4.413s,PASSED
clearText,,,2018-07-13 15:32:05,2018-07-13 15:32:12,7.481s,PASSED
setText,,,2018-07-13 15:32:12,2018-07-13 15:32:37,25.043s,PASSED
hideKeyboard,,,2018-07-13 15:32:37,2018-07-13 15:32:38,1.233s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:32:38,2018-07-13 15:32:46,7.851s,PASSED
comment,,,2018-07-13 15:32:46,2018-07-13 15:32:46,0.003s,PASSED
,,,,,,
Test Cases/Story 35 and 921 -Tambah Barang/35 TC 4,,Display Pick Category,2018-07-13 15:32:46,2018-07-13 15:33:33,46.620s,PASSED
comment,,,2018-07-13 15:32:46,2018-07-13 15:32:46,0.001s,PASSED
waitForElementPresent,,,2018-07-13 15:32:46,2018-07-13 15:32:50,3.879s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:32:50,2018-07-13 15:32:55,5.153s,PASSED
clearText,,,2018-07-13 15:32:55,2018-07-13 15:33:03,8.011s,PASSED
setText,,,2018-07-13 15:33:03,2018-07-13 15:33:27,23.143s,PASSED
hideKeyboard,,,2018-07-13 15:33:27,2018-07-13 15:33:28,1.295s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:33:28,2018-07-13 15:33:33,4.994s,PASSED
,,,,,,
Test Cases/Story 35 and 921 -Tambah Barang/35 TC 5,,Pick Category,2018-07-13 15:33:33,2018-07-13 15:34:17,43.669s,PASSED
comment,,,2018-07-13 15:33:33,2018-07-13 15:33:33,0.001s,PASSED
waitForElementPresent,,,2018-07-13 15:33:33,2018-07-13 15:33:36,3.313s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:33:36,2018-07-13 15:33:40,3.928s,PASSED
clearText,,,2018-07-13 15:33:40,2018-07-13 15:33:46,6.192s,PASSED
setText,,,2018-07-13 15:33:46,2018-07-13 15:34:08,21.729s,PASSED
hideKeyboard,,,2018-07-13 15:34:08,2018-07-13 15:34:09,0.795s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:34:09,2018-07-13 15:34:17,7.495s,PASSED
,,,,,,
Test Cases/Story 35 and 921 -Tambah Barang/35 TC 6,,Input Harga Jual with - (minus),2018-07-13 15:34:17,2018-07-13 15:35:15,58.521s,PASSED
comment,,,2018-07-13 15:34:17,2018-07-13 15:34:17,0.002s,PASSED
waitForElementPresent,,,2018-07-13 15:34:17,2018-07-13 15:34:24,7.427s,PASSED
verifyElementAttributeValue,,,2018-07-13 15:34:24,2018-07-13 15:34:31,6.977s,PASSED
tap,,,2018-07-13 15:34:31,2018-07-13 15:34:37,5.534s,PASSED
"Statement - ErMsg = com.kms.katalon.core.mobile.keyword.MobileBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Sidebar Menu/Produk/Tambah Barang/Error Message - Nama Barang field), 5)",,,2018-07-13 15:34:37,2018-07-13 15:34:41,4.088s,PASSED
verifyEqual,,,2018-07-13 15:34:41,2018-07-13 15:34:41,0.033s,PASSED
