Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Story 1799 - Request OR Conect EDC,,,2018-09-12 14:12:27,2018-09-12 14:33:47,21m - 19.695s,PASSED
,,,,,,
Test Cases/Release 3 - Squad Hades/Sprint 1/Story 1799 - Request OR Conect EDC/TC 1 - View EDC screen and check contain,,,2018-09-12 14:12:28,2018-09-12 14:17:29,5m - 0.941s,PASSED
comment,,Start Login Test Case,2018-09-12 14:12:28,2018-09-12 14:12:28,0.052s,PASSED
Statement - apkPath = apkName,,,2018-09-12 14:12:28,2018-09-12 14:12:28,0.021s,PASSED
startApplication,,,2018-09-12 14:12:28,2018-09-12 14:13:19,50.197s,PASSED
delay,,,2018-09-12 14:13:19,2018-09-12 14:13:34,15.040s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-09-12 14:13:34,2018-09-12 14:13:34,0.009s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-09-12 14:13:34,2018-09-12 14:13:34,0.061s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-09-12 14:13:34,2018-09-12 14:13:34,0.028s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:13:34,2018-09-12 14:13:37,2.966s,PASSED
delay,,,2018-09-12 14:13:37,2018-09-12 14:13:45,8.017s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:13:45,2018-09-12 14:13:47,2.487s,PASSED
delay,,,2018-09-12 14:13:47,2018-09-12 14:13:55,8.023s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:13:55,2018-09-12 14:13:58,2.711s,PASSED
delay,,,2018-09-12 14:13:58,2018-09-12 14:14:06,8.014s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:14:06,2018-09-12 14:14:09,2.766s,PASSED
delay,,,2018-09-12 14:14:09,2018-09-12 14:14:17,8.014s,PASSED
waitForElementPresent,,,2018-09-12 14:14:17,2018-09-12 14:14:19,2.308s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:14:19,2018-09-12 14:14:23,4.059s,PASSED
tap,,,2018-09-12 14:14:23,2018-09-12 14:14:30,7.069s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-09-12 14:14:30,2018-09-12 14:14:38,7.457s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-09-12 14:14:38,2018-09-12 14:14:43,5.329s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-09-12 14:14:43,2018-09-12 14:15:07,24.509s,PASSED
hideKeyboard,,Hide Keyboard,2018-09-12 14:15:07,2018-09-12 14:15:09,1.686s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-09-12 14:15:09,2018-09-12 14:15:13,3.728s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-09-12 14:15:13,2018-09-12 14:15:15,2.628s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-09-12 14:15:15,2018-09-12 14:15:21,5.445s,PASSED
tap,,Click Masuk Button,2018-09-12 14:15:21,2018-09-12 14:15:31,9.646s,PASSED
waitForElementPresent,,Wait until Input Pin Textbox  present,2018-09-12 14:15:31,2018-09-12 14:15:35,4.028s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Pin Textbox  with content-desc  to do action ,2018-09-12 14:15:35,2018-09-12 14:15:42,7.570s,PASSED
tap,,Click Input Pin TextBox,2018-09-12 14:15:42,2018-09-12 14:15:52,9.945s,PASSED
setText,,SetText to PIN Textbox,2018-09-12 14:15:52,2018-09-12 14:16:13,20.715s,PASSED
delay,,,2018-09-12 14:16:13,2018-09-12 14:16:18,5.020s,PASSED
comment,,End Login Test Case,2018-09-12 14:16:18,2018-09-12 14:16:18,0.009s,PASSED
waitForElementPresent,,Wait until HamburgerButton on the Sidebar  present,2018-09-12 14:16:18,2018-09-12 14:16:20,2.199s,PASSED
verifyElementAttributeValue,,Verify Element HamburgerButton that have value content desc to do action,2018-09-12 14:16:20,2018-09-12 14:16:24,4.030s,PASSED
tap,,Click Hamburger Button,2018-09-12 14:16:24,2018-09-12 14:16:30,5.531s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:16:30,2018-09-12 14:16:35,5.504s,PASSED
tap,,,2018-09-12 14:16:35,2018-09-12 14:16:48,12.602s,PASSED
verifyElementVisible,,,2018-09-12 14:16:48,2018-09-12 14:16:52,4.623s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:16:52,2018-09-12 14:16:56,4.088s,PASSED
verifyElementVisible,,,2018-09-12 14:16:56,2018-09-12 14:17:01,4.190s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:17:01,2018-09-12 14:17:04,3.763s,PASSED
waitForElementPresent,,,2018-09-12 14:17:04,2018-09-12 14:17:08,3.542s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:17:08,2018-09-12 14:17:14,5.914s,PASSED
tap,,,2018-09-12 14:17:14,2018-09-12 14:17:19,5.451s,PASSED
delay,,,2018-09-12 14:17:19,2018-09-12 14:17:21,2.007s,PASSED
closeApplication,,,2018-09-12 14:17:21,2018-09-12 14:17:29,7.530s,PASSED
,,,,,,
Test Cases/Release 3 - Squad Hades/Sprint 1/Story 1799 - Request OR Conect EDC/TC 3 - Check EDC status while EDS is connected,,,2018-09-12 14:17:29,2018-09-12 14:22:38,5m - 9.530s,PASSED
comment,,Start Login Test Case,2018-09-12 14:17:29,2018-09-12 14:17:29,0.004s,PASSED
Statement - apkPath = apkName,,,2018-09-12 14:17:29,2018-09-12 14:17:29,0.002s,PASSED
startApplication,,,2018-09-12 14:17:29,2018-09-12 14:18:07,37.664s,PASSED
delay,,,2018-09-12 14:18:07,2018-09-12 14:18:22,15.004s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-09-12 14:18:22,2018-09-12 14:18:22,0.002s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-09-12 14:18:22,2018-09-12 14:18:22,0.003s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-09-12 14:18:22,2018-09-12 14:18:22,0.003s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:18:22,2018-09-12 14:18:25,2.650s,PASSED
delay,,,2018-09-12 14:18:25,2018-09-12 14:18:33,8.008s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:18:33,2018-09-12 14:18:35,2.659s,PASSED
delay,,,2018-09-12 14:18:35,2018-09-12 14:18:43,8.004s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:18:43,2018-09-12 14:18:46,3.024s,PASSED
delay,,,2018-09-12 14:18:46,2018-09-12 14:18:54,8.006s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:18:54,2018-09-12 14:18:57,2.474s,PASSED
delay,,,2018-09-12 14:18:57,2018-09-12 14:19:05,8.002s,PASSED
waitForElementPresent,,,2018-09-12 14:19:05,2018-09-12 14:19:09,4.134s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:19:09,2018-09-12 14:19:13,4.553s,PASSED
tap,,,2018-09-12 14:19:13,2018-09-12 14:19:21,7.979s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-09-12 14:19:21,2018-09-12 14:19:26,4.326s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-09-12 14:19:26,2018-09-12 14:19:30,3.773s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-09-12 14:19:30,2018-09-12 14:19:51,21.273s,PASSED
hideKeyboard,,Hide Keyboard,2018-09-12 14:19:51,2018-09-12 14:19:52,1.612s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-09-12 14:19:52,2018-09-12 14:20:00,7.856s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-09-12 14:20:00,2018-09-12 14:20:09,8.491s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-09-12 14:20:09,2018-09-12 14:20:14,4.711s,PASSED
tap,,Click Masuk Button,2018-09-12 14:20:14,2018-09-12 14:20:22,8.830s,PASSED
waitForElementPresent,,Wait until Input Pin Textbox  present,2018-09-12 14:20:22,2018-09-12 14:20:26,3.739s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Pin Textbox  with content-desc  to do action ,2018-09-12 14:20:26,2018-09-12 14:20:30,4.023s,PASSED
tap,,Click Input Pin TextBox,2018-09-12 14:20:30,2018-09-12 14:20:41,11.322s,PASSED
setText,,SetText to PIN Textbox,2018-09-12 14:20:41,2018-09-12 14:20:57,15.641s,PASSED
delay,,,2018-09-12 14:20:57,2018-09-12 14:21:02,5.007s,PASSED
comment,,End Login Test Case,2018-09-12 14:21:02,2018-09-12 14:21:02,0.004s,PASSED
waitForElementPresent,,Wait until HamburgerButton on the Sidebar  present,2018-09-12 14:21:02,2018-09-12 14:21:05,3.387s,PASSED
verifyElementAttributeValue,,Verify Element HamburgerButton that have value content desc to do action,2018-09-12 14:21:05,2018-09-12 14:21:09,3.959s,PASSED
tap,,Click Hamburger Button,2018-09-12 14:21:09,2018-09-12 14:21:14,4.746s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:21:14,2018-09-12 14:21:22,7.397s,PASSED
tap,,,2018-09-12 14:21:22,2018-09-12 14:21:31,9.132s,PASSED
verifyElementVisible,,,2018-09-12 14:21:31,2018-09-12 14:21:35,4.148s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:21:35,2018-09-12 14:21:39,4.028s,PASSED
delay,,,2018-09-12 14:21:39,2018-09-12 14:21:44,5.006s,PASSED
verifyElementVisible,,,2018-09-12 14:21:44,2018-09-12 14:21:47,3.194s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:21:47,2018-09-12 14:21:54,7.151s,PASSED
waitForElementPresent,,,2018-09-12 14:21:54,2018-09-12 14:21:58,3.555s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:21:58,2018-09-12 14:22:03,4.685s,PASSED
tap,,,2018-09-12 14:22:03,2018-09-12 14:22:08,5.918s,PASSED
delay,,,2018-09-12 14:22:08,2018-09-12 14:22:10,2.006s,PASSED
verifyElementVisible,,,2018-09-12 14:22:10,2018-09-12 14:22:22,11.502s,PASSED
verifyElementVisible,,,2018-09-12 14:22:22,2018-09-12 14:22:26,4.127s,PASSED
verifyElementVisible,,,2018-09-12 14:22:26,2018-09-12 14:22:30,4.032s,PASSED
closeApplication,,,2018-09-12 14:22:30,2018-09-12 14:22:38,8.300s,PASSED
,,,,,,
Test Cases/Release 3 - Squad Hades/Sprint 1/Story 1799 - Request OR Conect EDC/TC 4 - Click Back button from apps,,,2018-09-12 14:22:38,2018-09-12 14:28:34,5m - 55.626s,PASSED
comment,,Start Login Test Case,2018-09-12 14:22:39,2018-09-12 14:22:39,0.003s,PASSED
Statement - apkPath = apkName,,,2018-09-12 14:22:39,2018-09-12 14:22:39,0.001s,PASSED
startApplication,,,2018-09-12 14:22:39,2018-09-12 14:23:23,44.445s,PASSED
delay,,,2018-09-12 14:23:23,2018-09-12 14:23:38,15.002s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-09-12 14:23:38,2018-09-12 14:23:38,0.002s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-09-12 14:23:38,2018-09-12 14:23:38,0.002s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-09-12 14:23:38,2018-09-12 14:23:38,0.002s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:23:38,2018-09-12 14:23:41,2.643s,PASSED
delay,,,2018-09-12 14:23:41,2018-09-12 14:23:49,8.007s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:23:49,2018-09-12 14:23:51,2.557s,PASSED
delay,,,2018-09-12 14:23:51,2018-09-12 14:23:59,8.007s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:23:59,2018-09-12 14:24:02,2.906s,PASSED
delay,,,2018-09-12 14:24:02,2018-09-12 14:24:10,8.007s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-12 14:24:10,2018-09-12 14:24:13,2.559s,PASSED
delay,,,2018-09-12 14:24:13,2018-09-12 14:24:21,8.005s,PASSED
waitForElementPresent,,,2018-09-12 14:24:21,2018-09-12 14:24:25,4.510s,PASSED
verifyElementAttributeValue,,,2018-09-12 14:24:25,2018-09-12 14:24:29,4.035s,PASSED
tap,,,2018-09-12 14:24:29,2018-09-12 14:24:39,9.393s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-09-12 14:24:39,2018-09-12 14:24:44,4.880s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-09-12 14:24:44,2018-09-12 14:24:48,4.444s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-09-12 14:24:48,2018-09-12 14:25:12,24.240s,PASSED
hideKeyboard,,Hide Keyboard,2018-09-12 14:25:12,2018-09-12 14:25:14,1.705s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-09-12 14:25:14,2018-09-12 14:25:24,9.411s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-09-12 14:25:24,2018-09-12 14:25:31,7.532s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-09-12 14:25:31,2018-09-12 14:25:35,4.023s,PASSED
tap,,Click Masuk Button,2018-09-12 14:25:35,2018-09-12 14:25:40,5.202s,PASSED
