Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Story 2026 - Display Comming Soon screen Printer,,,2018-09-14 16:17:42,2018-09-14 16:36:19,18m - 37.387s,PASSED
,,,,,,
Test Cases/Release 3 - Squad Hades/Sprint 2/Story 2026 - Display Comming Soon screen Printer/TC 1 - View Store screen,,,2018-09-14 16:17:43,2018-09-14 16:22:14,4m - 31.568s,PASSED
comment,,,2018-09-14 16:17:43,2018-09-14 16:17:44,0.129s,PASSED
Statement - apkPath = apkName,,,2018-09-14 16:17:44,2018-09-14 16:17:44,0.023s,PASSED
startApplication,,,2018-09-14 16:17:44,2018-09-14 16:18:24,39.936s,PASSED
delay,,,2018-09-14 16:18:24,2018-09-14 16:18:39,15.024s,PASSED
"Comment - ""If there is a Update TopuUp, click No, Else you can delay for waiting lazyload """,,,2018-09-14 16:18:39,2018-09-14 16:18:39,0.003s,PASSED
Statement - driver = com.kms.katalon.core.mobile.keyword.internal.MobileDriverFactory.getDriver(),,"If there is a Update TopuUp, click No, Else you can delay for waiting lazyload ",2018-09-14 16:18:39,2018-09-14 16:18:39,0.028s,PASSED
Statement - action = new io.appium.java_client.TouchAction(driver),,,2018-09-14 16:18:39,2018-09-14 16:18:39,0.015s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-14 16:18:39,2018-09-14 16:18:41,2.332s,PASSED
delay,,,2018-09-14 16:18:41,2018-09-14 16:18:49,8.012s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-14 16:18:49,2018-09-14 16:18:52,2.765s,PASSED
delay,,,2018-09-14 16:18:52,2018-09-14 16:19:00,8.006s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-14 16:19:00,2018-09-14 16:19:02,2.741s,PASSED
delay,,,2018-09-14 16:19:02,2018-09-14 16:19:10,8.010s,PASSED
"Statement - action.longPress(550, 300).moveTo(100, 300).release().perform()",,,2018-09-14 16:19:10,2018-09-14 16:19:13,2.229s,PASSED
delay,,,2018-09-14 16:19:13,2018-09-14 16:19:21,8.020s,PASSED
waitForElementPresent,,,2018-09-14 16:19:21,2018-09-14 16:19:29,8.050s,PASSED
tap,,,2018-09-14 16:19:29,2018-09-14 16:19:36,7.422s,PASSED
comment,,,2018-09-14 16:19:36,2018-09-14 16:19:36,0.003s,PASSED
comment,,,2018-09-14 16:19:36,2018-09-14 16:19:36,0.004s,PASSED
waitForElementPresent,,Wait until Nomor HP/Nama Pengguna Textbox present,2018-09-14 16:19:36,2018-09-14 16:19:40,4.238s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action  ,2018-09-14 16:19:40,2018-09-14 16:19:44,4.001s,PASSED
setText,,SetText to Nomor HP/Nama Pengguna Textbox,2018-09-14 16:19:44,2018-09-14 16:20:07,22.960s,PASSED
hideKeyboard,,Hide Keyboard,2018-09-14 16:20:07,2018-09-14 16:20:09,2.100s,PASSED
verifyElementText,,Verify Element Nomor HP/Nama Pengguna which has been you set  ,2018-09-14 16:20:09,2018-09-14 16:20:13,3.769s,PASSED
waitForElementPresent,,Wait until Masuk Button  present,2018-09-14 16:20:13,2018-09-14 16:20:21,7.468s,PASSED
verifyElementAttributeValue,,Verify Element Attribute Nomor HP/Nama Pengguna  with content-desc  to do action ,2018-09-14 16:20:21,2018-09-14 16:20:25,4.439s,PASSED
tap,,Click Masuk Button,2018-09-14 16:20:25,2018-09-14 16:20:30,5.224s,PASSED
