Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BTPNAP-26 Kelola Stok,,,2017-12-04 11:31:15,2017-12-04 11:33:36,2m - 21.364s,PASSED
,,,,,,
Test Cases/TC-1,,BTPNAP 26 - Stock - All Search Product,2017-12-04 11:31:15,2017-12-04 11:32:18,1m - 3.385s,PASSED
startApplication,,,2017-12-04 11:31:16,2017-12-04 11:32:13,57.148s,PASSED
tap,,,2017-12-04 11:32:13,2017-12-04 11:32:16,3.583s,PASSED
tap,,,2017-12-04 11:32:16,2017-12-04 11:32:18,2.029s,PASSED
,,,,,,
Test Cases/TC-2,,,2017-12-04 11:32:19,2017-12-04 11:33:01,42.517s,PASSED
tap,,,2017-12-04 11:32:19,2017-12-04 11:32:21,2.262s,PASSED
delay,,,2017-12-04 11:32:21,2017-12-04 11:32:24,3.018s,PASSED
tap,,,2017-12-04 11:32:24,2017-12-04 11:32:24,0.298s,PASSED
tap,,,2017-12-04 11:32:24,2017-12-04 11:32:25,0.856s,PASSED
delay,,,2017-12-04 11:32:25,2017-12-04 11:32:30,5.001s,PASSED
tap,,,2017-12-04 11:32:30,2017-12-04 11:32:31,0.495s,PASSED
scrollToText,,,2017-12-04 11:32:31,2017-12-04 11:32:55,24.529s,PASSED
tap,,,2017-12-04 11:32:55,2017-12-04 11:32:56,0.298s,PASSED
delay,,,2017-12-04 11:32:56,2017-12-04 11:33:01,5.002s,PASSED
verifyElementAttributeValue,,,2017-12-04 11:33:01,2017-12-04 11:33:01,0.211s,PASSED
tap,,,2017-12-04 11:33:01,2017-12-04 11:33:01,0.323s,PASSED
,,,,,,
Test Cases/TC-3,,,2017-12-04 11:33:01,2017-12-04 11:33:21,20.057s,PASSED
tap,,,2017-12-04 11:33:01,2017-12-04 11:33:03,1.564s,PASSED
tap,,,2017-12-04 11:33:03,2017-12-04 11:33:05,1.722s,PASSED
tap,,,2017-12-04 11:33:05,2017-12-04 11:33:05,0.881s,PASSED
delay,,,2017-12-04 11:33:05,2017-12-04 11:33:05,0.003s,PASSED
tap,,,2017-12-04 11:33:05,2017-12-04 11:33:07,1.480s,PASSED
setText,,,2017-12-04 11:33:07,2017-12-04 11:33:20,13.218s,PASSED
getText,,,2017-12-04 11:33:20,2017-12-04 11:33:21,0.644s,PASSED
verifyElementText,,,2017-12-04 11:33:21,2017-12-04 11:33:21,0.364s,PASSED
