Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Showcase,,,2018-02-22 10:36:19,2018-02-22 10:38:52,2m - 32.719s,PASSED
,,,,,,
Test Cases/Show/Show Test Case,,Show Someone Test Case Appolo  by: Yessi\n\nConsist of :\n1. Tambah Barang\n2. Search Barang\n3. Detail Barang,2018-02-22 10:36:19,2018-02-22 10:38:49,2m - 29.630s,PASSED
comment,,,2018-02-22 10:36:20,2018-02-22 10:36:20,0.048s,PASSED
"Statement - apkPath = com.kms.katalon.core.util.internal.PathUtil.relativeToAbsolutePath(apkName, com.kms.katalon.core.configuration.RunConfiguration.getProjectDir())",,,2018-02-22 10:36:20,2018-02-22 10:36:20,0.010s,PASSED
startApplication,,,2018-02-22 10:36:20,2018-02-22 10:36:36,15.877s,PASSED
comment,,,2018-02-22 10:36:36,2018-02-22 10:36:36,0.002s,PASSED
tap,,"Mengklik \""Daftar Sekarang\"" untuk masuk ke halaman Home/Beranda",2018-02-22 10:36:36,2018-02-22 10:36:42,6.241s,PASSED
verifyElementExist,,,2018-02-22 10:36:42,2018-02-22 10:36:42,0.106s,PASSED
tap,,Mengklik Text Box untuk mengisi Nomor HP/Nama Pengguna,2018-02-22 10:36:42,2018-02-22 10:36:42,0.002s,NOT_RUN
setText,,"Megisi inputan dengan Nama Pengguna \""Yessi\""",2018-02-22 10:36:42,2018-02-22 10:36:42,0.002s,NOT_RUN
hideKeyboard,,Hide Keyboard Device,2018-02-22 10:36:42,2018-02-22 10:36:42,0.002s,NOT_RUN
tap,,Mengklik Button Masuk,2018-02-22 10:36:42,2018-02-22 10:36:42,0.002s,NOT_RUN
waitForElementPresent,,Menunggu action button masuk hingga selesai untuk masuk ke action Input PIN,2018-02-22 10:36:42,2018-02-22 10:36:42,0.001s,NOT_RUN
tap,,Mengklik Text Field Pin,2018-02-22 10:36:42,2018-02-22 10:36:42,0.002s,NOT_RUN
setText,,Menginput PIN Pengguna dengan 6 digit,2018-02-22 10:36:42,2018-02-22 10:36:42,0.001s,NOT_RUN
waitForElementPresent,,Menunggu hingga button sebelum Humburger button di klik,2018-02-22 10:36:42,2018-02-22 10:36:46,4.101s,PASSED
tap,,"Mengklik Hamburger Button kemdian memilih Operasional untuk masuk ke halaman Kasir, Stock, Pengeluaran dan Rincian",2018-02-22 10:36:46,2018-02-22 10:36:47,0.630s,PASSED
tap,,"Mengklik \""Operasional\"" untuk bisa direct ke screen Stock",2018-02-22 10:36:47,2018-02-22 10:36:48,1.665s,PASSED
waitForElementPresent,,,2018-02-22 10:36:48,2018-02-22 10:36:51,2.658s,PASSED
tap,,"Mengklik \""Stok Tabbar\"" untuk bisa ke screen Stock",2018-02-22 10:36:51,2018-02-22 10:36:52,0.526s,PASSED
tap,,"Mengklik button \""Tambah Barang\""",2018-02-22 10:36:52,2018-02-22 10:36:55,3.067s,PASSED
Statement - For (def index : (0..4)),,Melakukan Looping terhadap Plus button di Jumlah Stock,2018-02-22 10:36:55,2018-02-22 10:37:00,5.491s,PASSED
tap,,Mengklik TextBox SKU Produk,2018-02-22 10:37:00,2018-02-22 10:37:02,1.486s,PASSED
setText,,MengInput value dari SKU Produk,2018-02-22 10:37:02,2018-02-22 10:37:17,15.428s,PASSED
verifyElementText,,Memverifikasi value yang di masukan untuk mengecek antara actual text dan expected text,2018-02-22 10:37:17,2018-02-22 10:37:18,0.920s,PASSED
getText,,Mengambil value yang telah di input dan verify,2018-02-22 10:37:18,2018-02-22 10:37:18,0.383s,PASSED
